Date,Close,vol
2020-06-02,286.4464111328125,1.6143190557992322
2020-06-03,290.2584228515625,1.5216100150042973
2020-06-04,289.49603271484375,1.4353577762661673
2020-06-05,296.9156494140625,1.3637462465573706
2020-06-08,300.50469970703125,1.2886681776110427
2020-06-09,298.2638854980469,1.2190035297573896
2020-06-10,296.59954833984375,1.2094253772830441
2020-06-11,279.50091552734375,1.1792266813913488
2020-06-12,282.8481140136719,2.7577638747426794
2020-06-15,285.4887390136719,2.5886154039742335
2020-06-16,290.9836730957031,2.4305544498333806
2020-06-17,289.7749938964844,2.2829002494150425
2020-06-18,289.88653564453125,2.156101867396974
2020-06-19,288.22991943359375,2.02678287849509
2020-06-22,290.0788879394531,1.927259208070291
2020-06-23,291.41436767578125,1.8131648605878865
2020-06-24,283.9808044433594,1.706805778053403
2020-06-25,287.025146484375,1.9694997928043867
2020-06-26,280.20794677734375,1.852556375638893
2020-06-29,284.3263244628906,2.0414797919348797
2020-06-30,287.9684143066406,1.9196977152117316
2020-07-01,289.9855651855469,1.8061141732872497
2020-07-02,291.58245849609375,1.7002351812532512
2020-07-06,296.08367919921875,1.601598502443795
2020-07-07,293.030029296875,1.5097714525114945
2020-07-08,295.271240234375,1.5041799419360142
2020-07-09,293.59027099609375,1.4191495506213265
2020-07-10,296.5879821777344,1.3700111377590345
2020-07-13,294.0199279785156,1.2944845482012002
2020-07-14,297.830078125,1.2919466942477686
2020-07-15,300.5663146972656,1.2220440856285784
2020-07-16,299.576416015625,1.157249658827365
2020-07-17,300.4449157714844,1.1121434544881104
2020-07-20,302.8730163574219,1.0555492654455472
2020-07-21,303.5173645019531,1.0032761121730878
2020-07-22,305.2449951171875,0.955065982011095
2020-07-23,301.6029052734375,0.910674014618798
2020-07-24,299.6604919433594,1.0308599422102067
2020-07-27,301.845703125,1.0304020204196838
2020-07-28,299.93133544921875,0.9800741989498849
2020-07-29,303.6201171875,0.9846212321777198
2020-07-30,302.5367736816406,0.9378799005289664
2020-07-31,304.927490234375,0.9154748679371906
2020-08-03,307.04730224609375,0.87427687115193
2020-08-04,308.2334289550781,0.8364663453029066
2020-08-05,310.1477966308594,0.8018298637473442
2020-08-06,312.220947265625,0.7701630578030211
2020-08-07,312.4451599121094,0.7412699270825357
2020-08-10,313.3789978027344,0.7150145228396735
2020-08-11,310.7921447753906,0.6911069007766556
2020-08-12,315.1253967285156,0.7772247637559782
2020-08-13,314.5556945800781,0.7477079011765373
2020-08-14,314.56500244140625,0.7303134369436954
2020-08-17,315.5643005371094,0.706039686663502
2020-08-18,316.2460632324219,0.6829644235913204
2020-08-19,314.92926025390625,0.6620594877919906
2020-08-20,315.9097595214844,0.679358019748136
2020-08-21,317.03045654296875,0.6587964096024106
2020-08-24,320.2429504394531,0.6402149832688937
2020-08-25,321.3635559082031,0.6234583862226831
2020-08-26,324.58544921875,0.6083785688446486
2020-08-27,325.2951965332031,0.5948349330791824
2020-08-28,327.3963928222656,0.5826944812725071
2020-08-31,326.2104187011719,0.5718319412750079
2020-09-01,329.2828674316406,0.5951517928596345
2020-09-02,334.0456237792969,0.5829782478544988
2020-09-03,322.5497131347656,0.5720856128540331
2020-09-04,319.91607666015625,1.621608402231661
2020-09-08,311.17510986328125,1.577623840699836
2020-09-09,317.32000732421875,1.92106575841872
2020-09-10,311.8100891113281,1.8073897820493607
2020-09-11,311.9689025878906,1.8746298224323017
2020-09-14,316.077880859375,1.7641841024957796
2020-09-15,317.67486572265625,1.6611656278424087
2020-09-16,316.41412353515625,1.5652183553583634
2020-09-17,313.6311340332031,1.4908407003976734
2020-09-18,310.0204162597656,1.4675838173842914
2020-09-21,306.570068359375,1.4849072134540433
2020-09-22,309.6922607421875,1.494133874152431
2020-09-23,302.5101623535156,1.40980894003672
2020-09-24,303.3165283203125,1.6881613891019758
2020-09-25,308.22027587890625,1.5903547816234587
2020-09-28,313.33966064453125,1.4993083247182566
2020-09-29,311.6330871582031,1.4146199153746677
2020-09-30,313.9958801269531,1.363723181671066
2020-10-01,316.0116882324219,1.2886467648648503
2020-10-02,313.0113830566406,1.2189836716849312
2020-10-05,318.5620422363281,1.2383875402697733
2020-10-06,314.0334167480469,1.1723920576218525
2020-10-07,319.4996337890625,1.2881706245241857
2020-10-08,322.3312072753906,1.2185421032144539
2020-10-09,325.2097473144531,1.1540055990407947
2020-10-12,330.44158935546875,1.0942606351112218
2020-10-13,328.2850646972656,1.0390237815762988
2020-10-14,326.2222900390625,1.0387052661586331
2020-10-15,325.8191223144531,1.035249043483642
2020-10-16,325.62225341796875,0.9889044842287082
2020-10-19,320.671630859375,0.9441042801435409
2020-10-20,321.95623779296875,1.1369818184851737
2020-10-21,321.34674072265625,1.0785138202628775
2020-10-22,323.10943603515625,1.0316044225859695
2020-10-23,324.2064514160156,0.9811832047649677
2020-10-26,318.2151184082031,0.9347137266872696
2020-10-27,317.1181335449219,1.2218471719807358
2020-10-28,306.27935791015625,1.1722327215381045
2020-10-29,309.39215087890625,1.875439874886644
2020-10-30,306.1668395996094,1.7648511772278488
2020-11-02,309.5985412597656,1.7320439322836942
2020-11-03,315.06475830078125,1.631224699790706
2020-11-04,322.1062316894531,1.5373453033533637
2020-11-05,328.3882141113281,1.4499922793515634
2020-11-06,328.3132019042969,1.3687782273176585
2020-11-09,332.4386901855469,1.294282448289632
2020-11-10,331.9510498046875,1.2242103982347996
2020-11-11,334.4170227050781,1.1637965528736713
2020-11-12,331.1728515625,1.1033197391649041
2020-11-13,335.7578125,1.1428128628568368
2020-11-16,339.94891357421875,1.0839068219404486
2020-11-17,338.1205749511719,1.0294591488229083
2020-11-18,334.0513916015625,1.0160321688638698
2020-11-19,335.457763671875,1.1160989617328092
2020-11-20,333.16070556640625,1.0592054933754447
2020-11-23,335.1577453613281,1.0607142672029162
2020-11-24,340.558349609375,1.008043579964702
2020-11-25,340.03326416015625,0.9594597418899233
2020-11-27,340.9802551269531,0.9208293699064578
2020-11-30,339.470703125,0.879196057844307
2020-12-01,343.1837158203125,0.8718950352842628
2020-12-02,343.9056091308594,0.8342825280024474
2020-12-03,343.8119201660156,0.7998314498334752
2020-12-04,346.77471923828125,0.7700473560333555
2020-12-07,346.06207275390625,0.7411644706137437
2020-12-08,347.0747375488281,0.7262386394369518
2020-12-09,343.9618835449219,0.7012988042109269
2020-12-10,343.849365234375,0.8010937533556509
2020-12-11,343.44622802734375,0.7713577500874127
2020-12-14,341.908447265625,0.7477973068654074
2020-12-15,346.5308837890625,0.7574029591031536
2020-12-16,347.0747375488281,0.7296448683161062
2020-12-17,349.0155944824219,0.7043936484163521
2020-12-18,347.6219787597656,0.6814717394594473
2020-12-21,346.3790283203125,0.6937165501679111
2020-12-22,345.7952575683594,0.6990989073338711
2020-12-23,346.1059875488281,0.6858948357462313
2020-12-24,347.4524841308594,0.6647123441539304
2020-12-28,350.43743896484375,0.6455571179405373
2020-12-29,349.76885986328125,0.628272280956135
2020-12-30,350.267822265625,0.6246732505799762
2020-12-31,352.047607421875,0.609470821855066
2021-01-04,347.2548828125,0.5958150127668441
2021-01-05,349.64642333984375,0.8555208612967778
2021-01-06,351.73681640625,0.8192765171277964
2021-01-07,356.9627685546875,0.7861059689405715
2021-01-08,358.9967041015625,0.7558089847176349
